	AverageSellingUnitWeight	ContentsMeasureType	ContentsQuantity	IsNew	IsSpecialOffer	PromotionDescription	UnitOfSale	UnitQuantity	description	image	name	price	tpnb	unitprice
86	1.027	KG	1.0				1	KG	[Chopped and shaped chicken breast in a crispy breadcrumb coating, Tasty chicken nuggets are a real family favourite and it's easy to see why. Fuss free, quick cooking for hungry tummies at teatime. These chicken nuggets, made with 100% breast meat in a crispy breadcrumb coating, cook from frozen in just 15 minutes and make a teatime treat with crispy potato shapes, peas & sweetcorn and light mayonnaise. Dippable and dunkable, pile up a bowl of nuggets with a selection of dips for a family night in with a movie. These nuggets go with anything from BBQ to sweet chilli and tomato ketchup to sour cream. This product is made with 100% chicken breast with no artificial flavours, colours or preservatives.]	http://img.tesco.com/Groceries/pi/943/5054269795943/IDShot_90x90.jpg	Tesco Breaded Chicken Nuggets 1Kg	3.0	79761251	3.0
87	36.834	G	825.0				1	KG	[Complete pet food for adult cats.]	http://img.tesco.com/Groceries/pi/968/7613034265968/IDShot_90x90.jpg	Go Cat Turkey And Vegetable 825G	2.25	52725152	2.73
88	0.668	G	635.0		True	Save £1.00 Was £4.00 Now £3.00	1	KG	[A selection of chopped and shaped chicken breast strips in a sea salt and black pepper breadcrumb coating, chopped and shaped chicken breast dippers in a light and crispy batter coating and chopped and shaped chicken breast pops in a southern fried style coating., Tear up the takeaway menus and check out this tasty boneless breaded chicken in a 32 piece selection box (approx.). There is something for everybody with three varieties to choose from. Try the tender chicken strips in a sea salt and black pepper breadcrumb, the dunkable chicken dippers in a light, crispy batter and try to resist the moreish southern fried chicken pops. This 32 piece box is perfect for a big night in with a movie and great for sharing with an assortment of dips. They cook from frozen in just 25 minutes and go great with BBQ, ketchup and sour cream dips to pack a punch at your party. This product is made with 100% chicken breast with no artificial flavours, colours or preservatives.]	http://img.tesco.com/Groceries/pi/983/5052910961983/IDShot_90x90.jpg	Tesco 32 Piece Boneless Chicken Box 635G	3.0	73706143	4.73
89	1.0	G	257.0				1	KG	[Dippers formed from chopped marinated chicken breast coated in a light batter, prefried., For more, visit birdseye.co.uk]	http://img.tesco.com/Groceries/pi/605/5000116110605/IDShot_90x90.jpg	Birds Eye 14 Chicken Dippers 257G	2.0	80831142	7.79
90	5.003	KG	5.0				1	KG	[Harringtons Rich in Turkey with Veg is a complete pet food for all dogs from 8 weeks onwards., Caring for The Environment, As part of Harrington's commitment to the environment, this pack is compostable. Considerable time and effort has been taken to produce packaging that will bio degrade. We are very proud of our product, made in North Yorkshire, and can be equally proud of this commitment., You can find out more about our products and us on our web site at www.harringtonspetfood.com, We even feature prize draw competitions   why not check it out today?]	http://img.tesco.com/Groceries/pi/001/5013919001001/IDShot_90x90.jpg	Harringtons Complete Dog Turkey And Vegetable 5Kg	8.0	67609647	1.6
91	0.276	G	240.0		True	Any 3 for 2 Cheapest Product Free	1	KG	[Chicken portions formed from marinated chunks of chicken breast with a creamy peppercorn filling, coated in breadcrumb, prefried., For more, visit birdseye.co.uk]	http://img.tesco.com/Groceries/pi/647/5000116109647/IDShot_90x90.jpg	Birds Eye Inspirations 2 Chicken With Peppercorn Sauce 240G	2.0	78458744	8.34
92	0.156	G	142.0	False	True	Any 2 for £4.50	1	100G	[Wafer Thin Honey Roasted Turkey Breast]	http://img.tesco.com/Groceries/pi/137/7290002371137/IDShot_90x90.jpg	Yarden Wafer Thin Honey Roasted Turkey Breast 142G	2.95	80860942	2.08
93	2.0	KG	1.0				3	KG	[Cooked and roasted reformed chicken breast., Cooked and roasted reformed chicken breast.]	http://img.tesco.com/Groceries/pi/000/0210530000000/IDShot_90x90.jpg	Counter Roast Chicken	11.1	76781208	11.1
94	5.528	G	100.0				1	KG	[a complete pet food for adult cats, 100% Complete balanced nutrition for adult cats.  Vitamin & Mineral Enriched.  No artificial flavours or colours.]	http://img.tesco.com/Groceries/pi/146/5052909801146/IDShot_90x90.jpg	Tesco Standard Cuts In Gravy With Turkey 100G	0.3	72146374	3.0
95	2.15	KG	2.0				1	KG	[HiLife FEED ME! is a Complete Pet Food for Adult Dogs., To learn more about HiLife Petfoods visit www.hilifepet.co.uk]	http://img.tesco.com/Groceries/pi/861/5011844000861/IDShot_90x90.jpg	Hi Life Feed Me With Turkey And Chicken 2Kg	5.0	57498550	2.5
96	2.043	KG	2.0	False			1	KG	[Complete Pet Food for Adult Cats.]	http://img.tesco.com/Groceries/pi/881/5000166070881/IDShot_90x90.jpg	Whiskas Adult Complete Duck And Turkey 2Kg	4.5	62097153	2.25
97	0.2	G	800.0		True	Any 3 for £8.00	1	100G	[Complete pet food for adult cats]	http://img.tesco.com/Groceries/pi/493/7613034428493/IDShot_90x90.jpg	Go Cat Crunchy And Tender Chicken Turkey 800G	3.0	75916968	0.375
98	0.167	G	142.0				1	100G	[Cooked and cured pieces of Turkey Breast meat coated with black peppers]	http://img.tesco.com/Groceries/pi/071/5014759003071/IDShot_90x90.jpg	Gilberts Turkey Pastrami 142G	2.2	50989988	1.55
99	0.118	G	100.0		True	Any 2 for £1.00	1	100G	[Grow happy ™, Hearty veggies & turkey., A smooth blend of vegetables and turkey with added iron.]	http://img.tesco.com/Groceries/pi/522/5000157074522/IDShot_90x90.jpg	Heinz Vegetable With Turkey Pouch 100G	0.9	76729543	0.9
